Id,SalePrice
1851,156283.6
1852,126949.21
1853,130630.25
1854,171056.95
1855,137403.9
1856,220805.17
1857,164830.36
1858,138248.84
1859,120071.06
1860,151256.53
1861,119668.27
1862,260002.33
1863,246527.08
1864,246527.08
1865,322149.88
1866,338497.06
1867,246188.52
1868,288974.56
1869,204167.83
1870,253329.3
1871,250506.2
1872,166553.78
1873,241645.34
1874,142167.34
1875,198745.7
1876,194009.45
1877,210529.44
1878,205007.53
1879,137022.98
1880,136353.72
1881,235695.86
1882,248803.02
1883,198867.64
1884,211138.6
1885,261430.7
1886,294842.72
1887,198902.83
1888,269644.78
1889,153651.72
1890,132228.55
1891,145490.45
1892,104239.7
1893,126635.914
1894,116687.266
1895,137782.95
1896,123398.74
1897,114598.766
1898,106951.36
1899,157704.36
1900,159970.28
1901,164440.48
1902,136485.36
1903,224786.72
1904,142066.36
1905,193046.2
1906,167979.7
1907,203299.17
1908,120862.67
1909,135175.27
1910,124950.06
1911,216555.02
1912,308434.8
1913,138280.47
1914,80681.97
1915,331035.1
1916,65275.39
1917,261308.98
1918,141544.7
1919,164499.28
1920,135789.25
1921,422857.25
1922,326475.28
1923,210498.25
1924,240454.53
1925,220880.56
1926,381074.8
1927,140442.06
1928,159924.62
1929,127214.73
1930,137397.05
1931,140125.05
1932,137600.6
1933,172266.55
1934,180624.33
1935,171172.2
1936,190110.55
1937,185434.69
1938,173510.56
1939,249326.89
1940,185253.58
1941,179389.42
1942,187399.94
1943,211627.2
1944,319271.1
1945,394799.2
1946,159906.39
1947,319360.8
1948,182059.69
1949,243176.53
1950,181469.44
1951,247078.89
1952,240444.64
1953,171666.95
1954,188005.23
1955,129487.14
1956,281023.3
1957,155413.55
1958,303858.28
1959,134501.97
1960,114311.016
1961,118713.41
1962,98080.15
1963,104937.21
1964,118141.95
1965,151751.84
1966,154381.14
1967,305266.25
1968,446800.06
1969,401170.1
1970,464719.22
1971,455509.22
1972,383453.6
1973,266218.3
1974,316024.97
1975,505275.88
1976,277703.47
1977,385894.3
1978,366122.6
1979,304941.94
1980,198563.33
1981,345493.25
1982,241329.47
1983,219317.1
1984,164219.17
1985,209778.22
1986,202417.66
1987,190709.45
1988,175977.55
1989,187001.11
1990,215346.11
1991,247798.03
1992,212568.89
1993,166372.42
1994,230562.6
1995,177302.61
1996,233835.73
1997,315713.7
1998,339097.28
1999,256127.27
2000,301351.9
2001,259107.31
2002,240078.02
2003,244414.84
2004,258463.05
2005,239204.67
2006,243286.84
2007,241941.34
2008,219354.81
2009,192940.02
2010,183610.89
2011,137340.06
2012,171402.23
2013,184167.45
2014,185447.0
2015,199409.55
2016,196167.55
2017,205158.48
2018,124956.0
2019,131206.28
2020,116221.44
2021,112110.87
2022,175274.0
2023,146746.27
2024,234638.38
2025,394603.8
2026,171609.86
2027,150211.11
2028,150181.95
2029,183193.3
2030,250663.62
2031,255862.89
2032,270299.72
2033,252875.31
2034,163370.94
2035,213736.28
2036,177962.22
2037,188863.97
2038,326822.78
2039,211714.31
2040,400429.06
2041,283865.34
2042,206812.84
2043,169806.38
2044,168930.75
2045,228580.62
2046,128336.766
2047,148908.12
2048,140973.72
2049,129553.05
2050,181946.77
2051,105499.53
2052,134760.08
2053,147484.52
2054,82305.56
2055,149372.48
2056,133227.55
2057,123430.58
2058,246278.9
2059,124430.99
2060,168992.8
2061,177417.89
2062,136600.8
2063,108793.84
2064,140549.44
2065,122367.28
2066,171858.6
2067,117103.9
2068,119573.37
2069,83507.75
2070,111307.836
2071,100293.766
2072,126663.54
2073,144341.72
2074,182257.16
2075,146052.45
2076,125950.164
2077,149428.47
2078,131667.7
2079,127403.99
2080,119147.86
2081,123159.12
2082,133920.78
2083,145736.92
2084,112545.5
2085,127760.9
2086,136965.69
2087,120554.46
2088,96094.56
2089,76854.1
2090,133987.9
2091,129867.41
2092,128751.41
2093,135729.08
2094,131495.33
2095,148694.94
2096,78324.125
2097,95493.15
2098,149571.05
2099,61816.914
2100,104150.4
2101,117616.91
2102,123567.234
2103,105018.88
2104,127035.06
2105,126158.39
2106,64608.168
2107,242875.2
2108,116838.97
2109,115527.47
2110,136326.77
2111,150843.73
2112,139650.02
2113,119418.99
2114,103527.84
2115,155800.23
2116,113376.734
2117,149996.16
2118,119667.21
2119,100919.0
2120,114859.22
2121,87436.01
2122,104279.664
2123,85677.71
2124,165853.86
2125,121033.75
2126,163545.45
2127,158917.64
2128,123868.17
2129,98341.414
2130,146309.44
2131,162433.64
2132,111579.83
2133,118644.195
2134,120326.82
2135,102711.914
2136,72673.36
2137,120391.42
2138,130181.74
2139,155534.06
2140,141958.5
2141,145997.95
2142,129856.69
2143,141860.36
2144,98625.43
2145,137118.7
2146,167840.28
2147,150580.92
2148,127182.914
2149,140220.11
2150,248595.44
2151,128943.89
2152,184939.23
2153,155402.38
2154,113877.84
2155,138611.02
2156,243993.19
2157,242006.69
2158,249266.4
2159,214228.58
2160,167083.3
2161,249727.45
2162,456929.53
2163,347779.66
2164,264738.8
2165,187933.2
2166,148825.9
2167,211133.6
2168,211551.7
2169,191465.3
2170,222741.88
2171,145895.44
2172,136377.48
2173,151439.52
2174,227943.1
2175,295805.84
2176,319044.28
2177,241303.67
2178,214253.03
2179,142692.1
2180,204402.52
2181,188342.81
2182,226222.84
2183,192427.67
2184,131801.88
2185,117046.31
2186,142072.64
2187,151777.28
2188,155931.02
2189,214873.14
2190,78816.234
2191,80167.41
2192,93272.71
2193,94004.94
2194,97913.55
2195,109366.45
2196,105727.32
2197,108864.49
2198,156392.56
2199,174247.56
2200,142521.69
2201,138313.92
2202,218766.95
2203,154081.92
2204,181536.72
2205,111470.17
2206,146806.08
2207,217830.56
2208,240826.3
2209,202161.95
2210,127928.78
2211,114932.98
2212,112009.65
2213,105505.93
2214,131566.72
2215,104807.75
2216,133982.0
2217,74625.766
2218,89145.5
2219,72466.53
2220,81523.69
2221,336375.12
2222,255562.0
2223,262194.3
2224,205099.36
2225,125784.36
2226,179676.03
2227,192899.3
2228,280868.9
2229,236227.38
2230,159632.66
2231,205061.52
2232,180199.44
2233,167350.27
2234,257928.83
2235,208310.5
2236,284234.25
2237,339205.8
2238,201999.9
2239,119522.29
2240,158982.81
2241,156514.66
2242,129403.5
2243,127021.336
2244,97052.305
2245,101934.97
2246,150230.83
2247,105593.625
2248,127151.766
2249,126103.38
2250,137188.12
2251,129362.89
2252,174339.83
2253,158067.16
2254,179776.44
2255,190391.86
2256,185389.0
2257,191411.0
2258,167902.2
2259,177669.08
2260,148526.0
2261,183766.55
2262,205186.84
2263,340692.16
2264,420577.94
2265,165207.81
2266,300637.16
2267,353786.16
2268,397417.25
2269,157341.61
2270,183467.19
2271,256815.28
2272,197855.33
2273,163971.58
2274,179803.75
2275,154892.78
2276,180157.72
2277,189323.05
2278,146980.61
2279,124720.5
2280,123551.016
2281,174516.27
2282,177237.39
2283,99561.36
2284,108240.05
2285,153898.94
2286,129766.67
2287,347971.5
2288,277300.22
2289,425080.62
2290,461509.47
2291,323856.66
2292,461958.3
2293,490968.8
2294,349252.9
2295,445288.06
2296,309361.44
2297,319265.94
2298,310102.03
2299,384161.16
2300,323382.0
2301,280105.2
2302,235873.05
2303,247425.8
2304,238756.66
2305,185364.47
2306,182800.2
2307,196617.45
2308,208682.38
2309,295725.5
2310,231967.39
2311,186456.86
2312,184659.67
2313,169315.3
2314,170549.2
2315,172170.03
2316,186204.25
2317,187986.11
2318,179569.84
2319,174334.28
2320,188493.0
2321,265263.78
2322,173193.03
2323,185219.98
2324,160259.56
2325,204800.89
2326,166216.72
2327,214489.05
2328,233334.67
2329,187791.89
2330,176442.75
2331,369727.84
2332,410507.06
2333,315244.97
2334,271841.7
2335,249502.08
2336,332419.53
2337,217486.69
2338,293849.0
2339,218431.84
2340,393035.3
2341,211573.0
2342,248519.02
2343,226787.25
2344,233224.3
2345,240274.67
2346,228061.89
2347,205123.03
2348,242449.11
2349,169836.05
2350,286349.62
2351,246841.33
2352,233057.45
2353,227692.67
2354,126698.195
2355,145970.17
2356,153498.69
2357,192079.06
2358,203605.3
2359,131523.83
2360,118280.01
2361,141858.53
2362,273805.5
2363,142490.23
2364,157288.4
2365,239126.47
2366,176539.94
2367,195011.16
2368,208888.16
2369,212119.84
2370,180135.16
2371,178806.11
2372,189562.69
2373,268086.0
2374,296970.06
2375,263844.47
2376,290971.06
2377,346742.2
2378,132351.14
2379,189044.28
2380,135580.86
2381,158784.5
2382,188258.81
2383,206680.5
2384,257504.56
2385,160325.98
2386,133723.84
2387,135894.19
2388,99475.9
2389,125982.44
2390,140413.3
2391,145627.45
2392,118375.69
2393,165978.11
2394,149348.39
2395,205623.92
2396,142603.61
2397,213587.5
2398,129700.16
2399,50090.414
2400,54840.37
2401,118068.75
2402,135481.86
2403,125504.805
2404,140229.44
2405,167892.3
2406,140992.33
2407,128244.03
2408,139513.05
2409,130792.53
2410,169503.38
2411,121659.49
2412,155975.19
2413,136193.61
2414,133399.11
2415,117673.65
2416,122661.195
2417,132905.06
2418,126357.14
2419,126356.086
2420,128540.58
2421,145445.77
2422,121555.8
2423,124865.41
2424,156139.4
2425,187271.22
2426,125685.7
2427,138562.88
2428,176072.5
2429,123555.72
2430,132330.75
2431,102547.57
2432,142782.78
2433,146714.34
2434,137312.55
2435,151115.42
2436,108967.93
2437,110872.78
2438,120299.29
2439,110024.65
2440,123107.01
2441,99597.08
2442,96675.945
2443,121633.58
2444,124590.12
2445,76750.4
2446,132615.12
2447,202000.72
2448,140490.39
2449,108044.84
2450,145875.75
2451,126267.555
2452,200344.4
2453,95356.41
2454,134201.92
2455,109797.68
2456,138153.64
2457,126985.77
2458,120779.07
2459,111672.266
2460,143203.94
2461,122853.36
2462,137588.89
2463,121695.88
2464,178404.64
2465,134394.23
2466,113960.46
2467,154002.58
2468,73978.1
2469,69143.63
2470,172504.2
2471,187954.62
2472,170659.69
2473,115575.49
2474,93890.35
2475,231692.12
2476,109994.43
2477,127442.22
2478,155071.45
2479,103067.3
2480,159542.31
2481,120854.5
2482,134082.34
2483,114604.26
2484,124263.25
2485,125229.555
2486,154965.4
2487,183480.36
2488,158055.4
2489,148146.3
2490,159766.58
2491,83997.805
2492,182178.16
2493,146760.17
2494,160771.27
2495,74310.055
2496,240776.52
2497,156588.02
2498,109258.99
2499,91256.62
2500,133363.45
2501,131454.8
2502,148076.86
2503,93268.41
2504,197112.66
2505,225744.22
2506,261580.11
2507,335114.97
2508,258493.75
2509,218194.45
2510,235711.67
2511,176025.98
2512,217081.7
2513,212739.69
2514,250112.5
2515,146811.48
2516,158561.84
2517,139733.72
2518,142440.28
2519,220178.14
2520,211775.28
2521,184459.33
2522,224858.0
2523,122099.73
2524,131446.84
2525,148250.44
2526,138298.08
2527,113271.2
2528,127777.85
2529,128817.54
2530,121448.91
2531,229450.23
2532,224674.66
2533,196037.52
2534,246604.94
2535,314641.03
2536,250486.28
2537,235835.86
2538,184373.6
2539,186562.62
2540,178132.22
2541,180114.56
2542,156290.08
2543,130660.3
2544,128252.55
2545,122682.164
2546,129185.41
2547,133837.66
2548,168013.86
2549,172189.33
2550,307161.25
2551,144978.7
2552,121270.76
2553,78174.695
2554,124794.55
2555,123151.71
2556,96776.68
2557,106133.9
2558,159489.8
2559,132417.22
2560,136135.05
2561,158347.39
2562,131645.4
2563,153281.58
2564,190038.6
2565,139414.73
2566,161415.58
2567,138161.97
2568,203315.0
2569,206202.67
2570,125571.83
2571,182187.67
2572,171291.92
2573,251239.97
2574,275660.25
2575,131175.12
2576,121276.695
2577,156519.23
2578,86138.07
2579,78469.086
2580,127267.15
2581,137436.28
2582,120657.46
2583,298624.34
2584,158886.0
2585,184334.8
2586,202597.55
2587,197597.38
2588,163538.05
2589,147965.9
2590,219576.8
2591,213950.16
2592,214134.31
2593,263967.72
2594,175095.27
2595,200481.8
2596,330869.12
2597,180114.33
2598,290565.44
2599,306530.28
2600,150299.94
2601,134572.9
2602,81165.6
2603,90790.89
2604,80734.64
2605,76340.586
2606,149379.34
2607,177850.36
2608,215781.61
2609,173315.58
2610,116235.06
2611,143478.16
2612,155379.58
2613,131648.31
2614,130373.07
2615,153864.2
2616,138821.7
2617,176361.1
2618,194161.55
2619,217759.03
2620,189801.44
2621,181470.4
2622,181456.0
2623,226802.64
2624,272033.72
2625,309308.72
2626,174335.97
2627,169013.16
2628,416490.53
2629,599646.3
2630,375264.53
2631,449373.3
2632,444258.8
2633,333438.97
2634,387147.22
2635,153017.73
2636,180645.81
2637,172731.55
2638,257637.31
2639,187318.92
2640,153393.2
2641,104091.516
2642,188008.25
2643,111027.66
2644,123938.52
2645,105719.766
2646,96949.2
2647,103715.53
2648,139862.2
2649,144807.1
2650,151780.11
2651,147220.16
2652,442820.84
2653,247855.75
2654,255209.86
2655,332760.56
2656,298467.88
2657,330300.16
2658,283303.56
2659,318257.84
2660,334863.84
2661,311440.72
2662,311122.47
2663,270898.25
2664,279915.72
2665,311700.16
2666,284357.47
2667,159182.95
2668,175410.52
2669,180208.7
2670,293003.84
2671,179153.48
2672,186279.23
2673,206857.12
2674,202403.27
2675,177105.02
2676,182191.78
2677,196099.77
2678,252932.62
2679,295096.94
2680,289664.06
2681,380048.03
2682,342788.8
2683,461295.2
2684,306700.44
2685,350050.88
2686,257090.67
2687,348095.9
2688,225642.42
2689,220132.5
2690,503133.6
2691,187569.05
2692,118327.984
2693,191075.66
2694,120781.16
2695,185192.12
2696,178021.75
2697,188818.17
2698,192352.38
2699,175901.4
2700,162007.25
2701,138959.66
2702,115011.67
2703,134221.0
2704,140301.81
2705,125098.5
2706,119323.29
2707,123856.71
2708,138299.7
2709,118630.42
2710,121209.16
2711,291093.78
2712,364483.97
2713,178408.08
2714,147950.55
2715,174618.16
2716,159401.39
2717,186829.1
2718,239164.56
2719,158436.2
2720,165418.02
2721,140774.03
2722,158728.78
2723,146664.89
2724,133120.92
2725,133385.14
2726,148511.55
2727,175832.3
2728,172137.52
2729,148197.83
2730,148680.6
2731,124229.44
2732,126054.805
2733,147792.3
2734,133276.72
2735,135135.58
2736,144748.19
2737,126430.18
2738,128328.14
2739,158082.58
2740,142445.55
2741,150511.9
2742,146626.11
2743,149153.55
2744,155769.5
2745,143527.5
2746,141319.05
2747,169759.75
2748,128516.95
2749,129900.484
2750,139566.66
2751,135142.08
2752,215060.03
2753,148021.56
2754,204220.34
2755,127572.71
2756,100502.88
2757,74693.945
2758,86312.87
2759,162247.5
2760,131808.34
2761,151966.16
2762,148810.34
2763,194017.33
2764,162401.94
2765,276062.38
2766,142360.86
2767,93676.35
2768,125209.82
2769,130313.58
2770,148415.14
2771,119225.875
2772,121947.42
2773,143616.8
2774,136763.31
2775,128667.67
2776,153439.77
2777,139035.5
2778,121774.766
2779,122024.336
2780,107292.3
2781,100321.15
2782,91830.164
2783,100618.836
2784,128040.38
2785,127156.336
2786,66667.57
2787,117982.13
2788,73103.8
2789,210793.12
2790,88994.914
2791,117318.16
2792,71269.16
2793,187954.25
2794,96942.61
2795,124031.97
2796,102772.15
2797,220361.52
2798,121692.78
2799,123418.125
2800,73460.74
2801,114669.07
2802,134038.75
2803,162684.53
2804,143537.75
2805,100372.305
2806,76474.69
2807,147163.11
2808,149997.92
2809,138517.02
2810,138212.72
2811,163072.17
2812,148443.86
2813,131278.3
2814,142512.95
2815,103253.82
2816,273969.25
2817,155869.39
2818,130586.49
2819,170335.8
2820,134649.89
2821,101068.77
2822,190352.47
2823,262457.78
2824,182335.38
2825,148136.3
2826,131952.4
2827,146052.08
2828,216237.34
2829,181665.81
2830,233654.98
2831,186413.14
2832,238071.9
2833,308537.72
2834,218764.94
2835,220908.45
2836,194299.56
2837,165238.38
2838,141004.28
2839,180418.34
2840,198771.9
2841,207455.38
2842,227860.4
2843,153987.52
2844,159679.5
2845,118955.625
2846,211566.05
2847,196430.83
2848,230119.03
2849,211151.95
2850,279081.8
2851,231424.61
2852,227433.64
2853,242651.66
2854,140882.62
2855,198214.27
2856,212581.89
2857,186824.25
2858,196889.36
2859,128556.836
2860,130009.2
2861,130182.516
2862,198065.69
2863,117735.766
2864,253770.11
2865,140402.86
2866,129949.3
2867,89375.93
2868,102637.84
2869,109999.02
2870,142264.98
2871,112354.09
2872,53311.047
2873,97609.29
2874,142914.8
2875,113429.914
2876,164912.95
2877,142744.1
2878,180812.48
2879,145771.86
2880,104719.24
2881,155612.88
2882,160161.72
2883,175964.31
2884,194100.1
2885,210668.42
2886,214233.08
2887,107358.8
2888,132417.05
2889,50360.31
2890,82172.04
2891,130999.266
2892,67891.19
2893,104161.31
2894,60955.133
2895,333587.22
2896,289270.94
2897,217457.05
2898,150524.81
2899,225345.72
2900,170385.6
2901,207410.1
2902,192435.83
2903,350520.47
2904,317958.62
2905,108272.63
2906,198164.56
2907,115947.0
2908,126915.234
2909,137236.89
2910,77576.25
2911,81037.13
2912,147680.1
2913,85647.484
2914,71261.43
2915,76966.4
2916,82582.4
2917,168240.52
2918,112045.94
2919,214040.06
